+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|     行业     |  代码  |    名称    | 涨幅统计 |   9   |   8   |   7   |   6   |   5   |   4   |   3   |   2   |   1   |   0   |
+--------------+--------+------------+----------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
|    半导体    | 000670 |   盈方微   |  357.6%  | 488.4 | -10.0 | -10.0 |  3.5  | -10.0 | -7.5  |  0.5  | 10.0  | 10.0  | -8.5  |
|   家电行业   | 001259 |   N利仁    |  176.0%  |       |       |       |       |       | 44.0  | 44.0  | 10.0  | 10.0  | 10.0  |
|  互联网服务  | 301270 |   N汉仪    |  148.1%  |       |       |       |       |       | 53.9  | 53.9  | 28.6  | -15.0 | -4.1  |
|   食品饮料   | 603237 |  N五芳斋   |  138.3%  |       |       |       |       |       | 44.0  | 44.0  | 10.0  | 10.0  | -5.0  |
|   化学原料   | 301209 |   N联合    |  111.4%  |       |       |       | 160.9 | -19.0 |  0.0  | -9.0  |  5.0  | -2.1  |  7.0  |
|  光学光电子  | 688401 |   N路维    |  102.5%  |       |       |       |       |       |       |       |       | 129.2 | -11.6 |
|   多元金融   | 001236 |   N弘业    |  95.2%   | 10.0  | 10.0  |  9.9  | 10.0  | 10.0  | 10.0  | 10.0  |  2.3  | -4.6  |  2.7  |
|    半导体    | 688403 |   N汇成    |  90.8%   |       |       |       |       |       |       |       |       |       | 90.8  |
|   食品饮料   | 000716 |   黑芝麻   |  72.7%   |       |       | 10.0  | 10.1  |  9.9  |  9.9  | 10.0  |  9.9  | -6.5  |  4.3  |
|   电网设备   | 688226 |  威腾电气  |  60.8%   |       |       |       | 20.0  | 20.0  | -6.2  | 10.2  |  3.4  |  4.5  |  0.0  |
|   家用轻工   | 001222 |   N源飞    |  60.5%   | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | 10.0  | -9.9  | -10.0 |  1.5  |
|    半导体    | 688041 |   N海光    |  60.1%   |       |       |       |       |       | 66.9  | -5.5  |  6.8  | -5.0  |  0.0  |
|   专用设备   | 688160 |  步科股份  |  60.0%   | -8.0  |  1.9  | 20.0  | 10.3  | 12.5  |  3.2  |  0.4  |  0.4  |  8.4  |  1.7  |
|  汽车零部件  | 688071 |  华依科技  |  48.5%   |  9.7  |  0.6  | -1.2  | -0.0  |  6.4  |  3.8  |  1.4  |  3.4  | 13.7  |  3.5  |
|   文化传媒   | 000892 |  欢瑞世纪  |  45.4%   |       |       |       |       | 10.1  | 10.1  |  9.9  | 10.1  | 10.1  | -10.0 |
|     电池     | 001283 |   N豪鹏    |  44.0%   |       |       |       |       |       |       |       |       |       | 44.0  |
|    半导体    | 301282 |   N金禄    |  43.4%   |       |       |       |       | 31.0  |  0.0  | -9.1  |  1.6  |  5.6  | 12.2  |
|   电网设备   | 300356 |  *ST光一   |  41.5%   | 19.9  | -0.3  | 14.2  | -2.9  |  0.5  |  0.0  | -0.3  | -6.4  |  4.1  |  9.2  |
|   化学制品   | 002037 |  保利联合  |  40.8%   | 10.0  |  2.5  | -4.6  | 10.0  | -3.2  |  0.7  | 10.0  | 10.0  |  5.0  | -3.8  |
|   专用设备   | 300950 |   德固特   |  40.0%   | 20.0  |  3.2  | -6.5  | -3.9  | 20.0  |  0.0  | 14.9  | -3.2  | -3.6  | -2.3  |
|   交运设备   | 600818 |  中路股份  |  39.5%   | -0.5  | 10.0  |  3.5  |  1.2  |  8.3  |  0.0  | -5.1  | 10.0  |  8.0  | -0.4  |
|   通用设备   | 600992 |  贵绳股份  |  39.1%   | 10.0  | 10.0  |  4.3  | -10.0 |  4.6  |  0.0  | 10.0  | -5.5  | 10.0  |  2.4  |
|   消费电子   | 002866 |  传艺科技  |  39.0%   | 10.0  | 10.0  | -2.1  | -4.6  |  2.1  |  0.6  | -10.0 | 10.0  | 10.0  | 10.0  |
|     燃气     | 000593 |  德龙汇能  |  38.9%   |  9.9  |  9.9  | 10.0  | 10.0  | 10.0  |  5.8  | -10.0 | -10.0 | -8.5  | 10.0  |
